ID,Etage,Verortung,Parkplatz,Parkplatz,Position,Reflektiert,Symbole,Typografie,Inhalt,Farbe,Zweck,Richtung,Beleuchtet,Beschädigt,Beidseitig,Für wen,Foto,Notizen
133,4,Vor,,,ceiling,false,false,false,"",blue,orientation,,false,true,true,"driver",http://parkhaus.digitalisat.com/media/pages/signs/4/f897b5ee7f-1705871420/2024-01-21-10.10.17.png,""
134,4,Vor,,,ceiling,false,false,false,"",red,orientation,,false,true,true,"driver",http://parkhaus.digitalisat.com/media/pages/signs/4/3b7b8b2547-1705872344/2024-01-21-10.25.40.png,""
135,4,Vor,,,ceiling,false,false,false,"",blue,orientation,top,false,true,true,"driver",http://parkhaus.digitalisat.com/media/pages/signs/4/0a7a925455-1705872335/2024-01-21-10.25.31.png,""
136,4,Vor,,,ceiling,true,true,false,"",green,orientation,right,true,false,true,"pedestrian",http://parkhaus.digitalisat.com/media/pages/signs/4/8f3e94c9cf-1705872435/2024-01-21-10.27.11.png,""
137,4,Vor,,,ceiling,true,true,false,"",green,orientation,left,true,false,true,"pedestrian",http://parkhaus.digitalisat.com/media/pages/signs/4/0cd5508c28-1705872464/2024-01-21-10.27.41.png,""
138,4,Auf,,,wall,false,true,false,"",green,,left,false,false,false,"pedestrian",http://parkhaus.digitalisat.com/media/pages/signs/4/0e9eab8021-1705872496/2024-01-21-10.28.12.png,""
139,4,Gegenüber von,,,wall,false,false,true,"Notausgang",green,note,,false,false,false,"pedestrian",http://parkhaus.digitalisat.com/media/pages/signs/4/3c63431515-1705872533/2024-01-21-10.28.48.png,""
140,4,Gegenüber von,,,wall,true,true,false,"",green,orientation,bottom,true,false,false,"pedestrian",http://parkhaus.digitalisat.com/media/pages/signs/4/1885252067-1705872569/2024-01-21-10.29.26.png,""
141,4,Gegenüber von,,,wall,false,false,true,"Auffahrt",black,orientation,top,false,true,false,"driver",http://parkhaus.digitalisat.com/media/pages/signs/4/8c46b32da4-1705872621/2024-01-21-10.30.17.png,""
142,4,Gegenüber von,,,wall,false,false,false,"",red,note,,false,false,false,"driver",http://parkhaus.digitalisat.com/media/pages/signs/4/8edbff1186-1705872656/2024-01-21-10.30.53.png,""
143,4,Gegenüber von,,,wall,false,true,false,"",red,note,,false,false,false,"pedestrian",http://parkhaus.digitalisat.com/media/pages/signs/4/79964b0ff0-1705872722/2024-01-21-10.31.58.png,""
144,4,Gegenüber von,,,column,false,false,true,"Ausfahrt",black,orientation,bottom,false,true,false,"driver",http://parkhaus.digitalisat.com/media/pages/signs/4/fda3ec39bf-1705872770/2024-01-21-10.32.45.png,""
145,4,Gegenüber von,,,wall,false,false,false,"",red,note,,false,false,false,"driver",http://parkhaus.digitalisat.com/media/pages/signs/4/4d9d0b9fde-1705872805/2024-01-21-10.33.21.png,""
146,5,Gegenüber von,,,wall,true,true,false,"",green,orientation,bottom,true,false,false,"pedestrian",http://parkhaus.digitalisat.com/media/pages/signs/5/4978984baf-1706382475/img_1120-3.jpg,""
147,5,Gegenüber von,,,door,false,false,true,"Ausgang/Exit",black,note,,false,false,false,"pedestrian",http://parkhaus.digitalisat.com/media/pages/signs/5/061357641a-1706382524/img_1121-3.jpg,""
148,5,Gegenüber von,,,column,false,true,false,"",green,orientation,right,false,true,false,"pedestrian",http://parkhaus.digitalisat.com/media/pages/signs/5/9790c73221-1706382572/img_1122-3.jpg,""
149,5,Gegenüber von,,,column,false,false,true,"AUSFAHRT",black,orientation,bottom,false,true,false,"driver",http://parkhaus.digitalisat.com/media/pages/signs/5/713e9f7937-1706382664/img_1124-3.jpg,""
150,5,Vor,,,wall,false,false,true,"AUSFAHRT",red,orientation,right,false,false,false,"driver",http://parkhaus.digitalisat.com/media/pages/signs/5/9544e465b2-1706382711/img_1126-3.jpg,""
151,5,Auf,,,column,true,false,true,"RESERV",black,note,,false,true,false,"driver",http://parkhaus.digitalisat.com/media/pages/signs/5/bd0b7fce75-1706382755/img_1127-3.jpg,""
152,5,Auf,,,door,false,true,true,"",black,note,,false,false,false,"driver",http://parkhaus.digitalisat.com/media/pages/signs/5/61e956f44e-1706382872/img_1128-3.jpg,""
153,5,Auf,,,wall,true,false,true,"RESERV",black,note,,false,false,false,"driver",http://parkhaus.digitalisat.com/media/pages/signs/5/19b77f9093-1706382980/img_1129-3.jpg,""
154,5,Auf,,,wall,false,true,true,"Reserviert",blue,note,,false,false,false,"driver",http://parkhaus.digitalisat.com/media/pages/signs/5/19b77f9093-1706382980/img_1129-3.jpg,""
155,5,Vor,,,ceiling,false,false,false,"",blue,orientation,bottom,false,false,true,"driver",http://parkhaus.digitalisat.com/media/pages/signs/5/0615bc19c4-1706383058/img_1130-3.jpg,""
156,5,Vor,,,ceiling,true,false,true,"Ausgang",green,orientation,left,true,true,true,"pedestrian",http://parkhaus.digitalisat.com/media/pages/signs/5/b528eb5aba-1706383118/img_1131-3.jpg,""
157,5,Gegenüber von,,,ceiling,true,false,true,"Ausgang",green,orientation,right,true,true,true,"pedestrian",http://parkhaus.digitalisat.com/media/pages/signs/5/07000c0c47-1706383173/img_1132-3.jpg,""
158,5,Gegenüber von,,,ceiling,true,true,false,"",green,orientation,right,true,false,true,"pedestrian",http://parkhaus.digitalisat.com/media/pages/signs/5/628331a549-1706383213/img_1133-3.jpg,""
159,5,Vor,,,ceiling,true,true,false,"",green,orientation,left,true,false,true,"pedestrian",http://parkhaus.digitalisat.com/media/pages/signs/5/85f79e7670-1706383243/img_1134-3.jpg,""
160,5,Gegenüber von,,,wall,false,false,false,"",red,note,,false,false,false,"driver",http://parkhaus.digitalisat.com/media/pages/signs/5/5cf0aebdef-1706383312/img_1135-3.jpg,""
161,5,Gegenüber von,,,wall,false,false,false,"",blue,orientation,right,false,false,false,"driver",http://parkhaus.digitalisat.com/media/pages/signs/5/bcc415fb41-1706622450/img_1136-3.jpg,""
162,5,Gegenüber von,,,column,false,false,true,"AUFFAHRT",black,orientation,top,false,true,false,"driver",http://parkhaus.digitalisat.com/media/pages/signs/5/36fa2e102c-1706622567/img_1137-3.jpg,""
163,5,Auf,,,column,false,false,false,"",green,orientation,left,false,true,false,"pedestrian",http://parkhaus.digitalisat.com/media/pages/signs/5/f6b87772aa-1706622690/img_1139-3.jpg,""
164,5,Auf,,,wall,false,false,false,"",green,orientation,right,false,true,false,"pedestrian",http://parkhaus.digitalisat.com/media/pages/signs/5/bcc342c102-1706622873/img_1141-2.jpg,""
165,5,Gegenüber von,,,wall,false,false,false,"",red,note,,false,false,false,"driver",http://parkhaus.digitalisat.com/media/pages/signs/5/6369f5e9b9-1706622931/img_1142-3.jpg,""
166,5,Vor,,,ceiling,true,true,false,"",green,orientation,right,true,false,true,"pedestrian",http://parkhaus.digitalisat.com/media/pages/signs/5/a47805eee5-1706623019/img_1144-3.jpg,""
167,5,Vor,,,ceiling,true,true,false,"",green,orientation,left,true,false,true,"pedestrian",http://parkhaus.digitalisat.com/media/pages/signs/5/6e5ee873e9-1706623051/img_1143-3.jpg,""
168,5,Gegenüber von,,,wall,true,true,false,"",green,orientation,bottom,true,true,false,"pedestrian",http://parkhaus.digitalisat.com/media/pages/signs/5/4f65eeea9d-1706623245/img_1147-3.jpg,""
169,5,Gegenüber von,,,door,false,false,true,"Notausgang",green,note,,false,false,false,"pedestrian",http://parkhaus.digitalisat.com/media/pages/signs/5/3246491147-1706623352/img_1148-3.jpg,""
170,5,Auf,,,wall,false,false,true,"RESERV",white,note,,false,true,false,"driver",http://parkhaus.digitalisat.com/media/pages/signs/5/ab53719f47-1706623899/2024-01-30-15.11.28.png,""
171,5,Auf,,,wall,false,false,true,"RESERV",white,note,,false,true,false,"driver",http://parkhaus.digitalisat.com/media/pages/signs/5/8bc03a4e8b-1706624001/2024-01-30-15.13.15.png,""
172,5,Auf,,,wall,false,false,true,"RESERV",white,note,,false,true,false,"driver",http://parkhaus.digitalisat.com/media/pages/signs/5/9d737a573b-1706623962/2024-01-30-15.12.33.png,""
173,5,Vor,,,ceiling,,false,false,"",blue,,,false,false,true,"",,""
174,6,Vor,,,ceiling,false,false,true,"Ausgang",green,orientation,left,true,false,true,"pedestrian",http://parkhaus.digitalisat.com/media/pages/signs/6/d2ca82b912-1706546472/img_7226.jpg,""
175,6,Vor,,,ceiling,false,false,true,"Ausgang",green,orientation,right,true,false,true,"pedestrian",http://parkhaus.digitalisat.com/media/pages/signs/6/24904e4b30-1706546517/img_7225.jpg,""
176,6,Vor,,,ceiling,false,true,false,"",green,orientation,right,true,false,true,"pedestrian",http://parkhaus.digitalisat.com/media/pages/signs/6/59856bb106-1706546572/img_7224.jpg,""
177,6,Vor,,,ceiling,false,true,false,"",green,orientation,left,true,false,true,"pedestrian",http://parkhaus.digitalisat.com/media/pages/signs/6/2ca32ace87-1706546610/img_7223.jpg,""
178,6,Gegenüber von,,,door,false,false,true,"Ausgang/Exit",black,note,,false,false,false,"pedestrian",http://parkhaus.digitalisat.com/media/pages/signs/6/a963d05531-1706546665/img_7229.jpg,""
179,6,Gegenüber von,,,ceiling,false,true,false,"",green,orientation,bottom,true,false,false,"pedestrian",http://parkhaus.digitalisat.com/media/pages/signs/6/29250039bd-1706546711/img_7230.jpg,""
180,6,Gegenüber von,,,column,false,true,false,"",green,orientation,left,false,false,false,"pedestrian",http://parkhaus.digitalisat.com/media/pages/signs/6/79a24a3a30-1706546760/img_7234.jpg,""
181,6,Gegenüber von,,,wall,false,false,false,"",red,note,,false,false,false,"driver",http://parkhaus.digitalisat.com/media/pages/signs/6/3b6ba075cb-1706547093/img_7236.jpg,""
182,6,Vor,,,ceiling,false,true,false,"",green,orientation,right,true,false,true,"pedestrian",http://parkhaus.digitalisat.com/media/pages/signs/6/4330a2b714-1706547142/img_7239.jpg,""
183,6,Vor,,,ceiling,false,true,false,"",green,orientation,left,true,false,true,"pedestrian",http://parkhaus.digitalisat.com/media/pages/signs/6/142770a4b1-1706547190/img_7240.jpg,""
184,6,Gegenüber von,,,wall,false,false,false,"",red,note,,false,false,false,"driver",http://parkhaus.digitalisat.com/media/pages/signs/6/55535f2dcd-1706547259/img_7222.jpg,""
185,6,Gegenüber von,,,wall,false,true,false,"",red,note,,false,false,false,"pedestrian",http://parkhaus.digitalisat.com/media/pages/signs/6/b001fac514-1706547296/img_7221.jpg,""
186,6,Gegenüber von,,,column,false,false,true,"AUSFAHRT",black,orientation,bottom,false,false,false,"driver",http://parkhaus.digitalisat.com/media/pages/signs/6/0fca94dc0c-1706547376/img_7220.jpg,""
187,6,Zwischen,,31,wall,false,true,false,"",green,orientation,left,false,false,false,"pedestrian",http://parkhaus.digitalisat.com/media/pages/signs/6/3026ba4895-1706547525/img_7219.jpg,""
188,6,Vor,,,ceiling,false,false,false,"",blue,orientation,bottom,false,false,true,"driver",http://parkhaus.digitalisat.com/media/pages/signs/6/eeac81f317-1706547565/img_7218.jpg,""
189,6,Vor,,,ceiling,false,false,false,"",red,note,,false,false,true,"driver",http://parkhaus.digitalisat.com/media/pages/signs/6/242ea0b771-1706547593/img_7217.jpg,""
190,6,Gegenüber von,,,wall,false,false,false,"",red,note,,false,false,false,"driver",http://parkhaus.digitalisat.com/media/pages/signs/6/821f65fff4-1706547651/img_7216.jpg,""
191,6,Gegenüber von,,,wall,false,false,false,"",red,note,,false,false,false,"driver",http://parkhaus.digitalisat.com/media/pages/signs/6/32fee933c6-1706547675/img_7215.jpg,""
192,6,Auf,,,wall,true,false,false,"",blue,orientation,right,false,false,false,"driver",http://parkhaus.digitalisat.com/media/pages/signs/6/2a0bf5fd2d-1706547719/img_7214.jpg,""
193,6,Auf,,,wall,true,false,false,"",blue,orientation,left,false,false,false,"driver",http://parkhaus.digitalisat.com/media/pages/signs/6/9c2075a8ba-1706547756/img_7211.jpg,""
194,6,Auf,,,wall,true,false,false,"",blue,orientation,right,false,false,false,"driver",http://parkhaus.digitalisat.com/media/pages/signs/6/b15ab7628c-1706547807/img_7210.jpg,""
195,6,Auf,,,wall,true,false,false,"",blue,orientation,left,false,false,false,"driver",http://parkhaus.digitalisat.com/media/pages/signs/6/ccc3ecd4a5-1706547848/img_7209.jpg,""
196,6,Auf,,,wall,true,false,false,"",blue,orientation,right,false,false,false,"driver",http://parkhaus.digitalisat.com/media/pages/signs/6/1264172dda-1706547882/img_7207.jpg,""
197,6,Zwischen,,25,wall,false,true,false,"",green,orientation,left,false,true,false,"pedestrian",http://parkhaus.digitalisat.com/media/pages/signs/6/b0aab40c15-1706547930/img_7208.jpg,""
198,6,Zwischen,,6,wall,false,false,false,"",green,orientation,right,false,false,false,"pedestrian",http://parkhaus.digitalisat.com/media/pages/signs/6/c9d41d79a1-1706547981/img_7206.jpg,""
199,6,Auf,,,wall,true,false,false,"",blue,orientation,left,false,true,false,"driver",http://parkhaus.digitalisat.com/media/pages/signs/6/3a393971a0-1706548010/img_7205.jpg,""
200,6,Vor,,,ceiling,false,false,false,"",blue,,,false,false,true,"",http://parkhaus.digitalisat.com/media/pages/signs/6/213255126b-1706548067/img_7204.jpg,""
201,6,Vor,,,ceiling,false,false,false,"",white,,,false,true,true,"",http://parkhaus.digitalisat.com/media/pages/signs/6/e0846c9e78-1706548151/img_7203.jpg,""
202,6,Vor,,,ceiling,false,false,false,"",white,,,false,true,true,"",http://parkhaus.digitalisat.com/media/pages/signs/6/f1778b8739-1706548179/img_7202.jpg,""
203,6,Vor,,,ceiling,false,false,false,"",red,note,,false,false,true,"driver",http://parkhaus.digitalisat.com/media/pages/signs/6/83568cc217-1706548209/img_7201.jpg,""
204,6,Zwischen,,19,wall,false,true,false,"",green,orientation,left,false,false,false,"pedestrian",http://parkhaus.digitalisat.com/media/pages/signs/6/9cddcec2c1-1706548253/img_7200.jpg,""
205,6,Gegenüber von,,,wall,false,false,true,"AUFFAHRT",black,orientation,top,false,true,false,"driver",http://parkhaus.digitalisat.com/media/pages/signs/6/bc65a412fc-1706548310/img_7198.jpg,""
206,6,Vor,,,ceiling,false,true,false,"",green,orientation,right,true,false,true,"pedestrian",http://parkhaus.digitalisat.com/media/pages/signs/6/5ce782d1a4-1706548355/img_7194.jpg,""
207,6,Vor,,,ceiling,false,true,false,"",green,,left,true,false,true,"pedestrian",http://parkhaus.digitalisat.com/media/pages/signs/6/21b9271788-1706548386/img_7195.jpg,""
208,6,Gegenüber von,,,wall,false,true,false,"",green,orientation,bottom,true,false,false,"pedestrian",http://parkhaus.digitalisat.com/media/pages/signs/6/0659077760-1706548446/img_7193.jpg,""
209,6,Gegenüber von,,,door,false,false,true,"Notausgang",green,note,,false,false,false,"pedestrian",http://parkhaus.digitalisat.com/media/pages/signs/6/3f5897a0dd-1706548482/img_7192.jpg,""
210,6,Gegenüber von,,,wall,false,false,false,"",green,orientation,right,false,false,false,"pedestrian",http://parkhaus.digitalisat.com/media/pages/signs/6/294c4e428d-1706548615/6ca7932f-6dc2-40b3-b1a7-7f39ff445546_4_5005_c.jpeg,""
211,6,Auf,,,wall,false,false,true,"nH HOTELES RESERVIERT HV",blue,note,,false,false,false,"driver",http://parkhaus.digitalisat.com/media/pages/signs/6/dbb298e923-1706548746/img_7190.jpg,""
212,6,Auf,,,wall,false,false,true,"nH HOTELES RESERVIERT HV",blue,note,,false,false,false,"driver",http://parkhaus.digitalisat.com/media/pages/signs/6/17492bdff6-1706548772/img_7189.jpg,""
213,6,Auf,,,wall,false,false,true,"nH HOTELES RESERVIERT HV",blue,note,,false,false,false,"driver",http://parkhaus.digitalisat.com/media/pages/signs/6/8b1875a7b0-1706548797/img_7188.jpg,""
214,6,Vor,,,ceiling,,true,false,"",green,orientation,left,true,false,false,"pedestrian",http://parkhaus.digitalisat.com/media/pages/signs/6/9828ad7363-1707643904/noti.jpg,""
215,7,Gegenüber von,,,door,false,false,true,"Ausgang/Exit",black,note,,false,false,false,"pedestrian",http://parkhaus.digitalisat.com/media/pages/signs/7/2f268e6b94-1706543479/img_7170.jpg,""
216,7,Gegenüber von,,,wall,true,true,false,"",green,orientation,bottom,true,false,false,"pedestrian",http://parkhaus.digitalisat.com/media/pages/signs/7/5e6aafb026-1706543524/img_7168.jpg,""
217,7,Vor,,,ceiling,true,false,true,"Ausgang",green,orientation,right,true,true,true,"pedestrian",http://parkhaus.digitalisat.com/media/pages/signs/7/c1bf97b427-1706543625/img_7167.jpg,""
218,7,Vor,,,ceiling,true,false,true,"Ausgang",green,orientation,left,true,true,true,"pedestrian",http://parkhaus.digitalisat.com/media/pages/signs/7/3eaa751424-1706543685/img_7166.jpg,""
219,7,Vor,,,ceiling,true,true,false,"",green,orientation,right,true,false,true,"pedestrian",http://parkhaus.digitalisat.com/media/pages/signs/7/12543eabad-1706543772/img_7164.jpg,""
220,7,Vor,,,ceiling,true,true,false,"",green,orientation,right,true,false,true,"pedestrian",http://parkhaus.digitalisat.com/media/pages/signs/7/dde8c6dde3-1706543815/img_7165.jpg,""
221,7,Gegenüber von,,,column,false,true,false,"",red,note,,false,true,false,"pedestrian",http://parkhaus.digitalisat.com/media/pages/signs/7/d70d161b12-1706543908/img_7176.jpg,""
222,7,Gegenüber von,,,wall,false,false,false,"",red,note,,false,false,false,"driver",http://parkhaus.digitalisat.com/media/pages/signs/7/8924d35cd6-1706543948/img_7177.jpg,""
223,7,Gegenüber von,,,column,false,false,true,"AUSFAHRT",black,orientation,bottom,false,false,false,"driver",http://parkhaus.digitalisat.com/media/pages/signs/7/984813649f-1706544016/img_7179.jpg,""
224,7,Vor,,,wall,false,false,true,"AUSFAHRT",blue,orientation,right,false,false,false,"driver",http://parkhaus.digitalisat.com/media/pages/signs/7/cc443ce6bb-1706544062/img_7180.jpg,""
225,7,Vor,,,ceiling,false,false,false,"",blue,orientation,bottom,false,true,true,"driver",http://parkhaus.digitalisat.com/media/pages/signs/7/8f3ef0a926-1706544126/img_7181.jpg,""
226,7,Vor,,,ceiling,false,false,false,"",blue,,,false,false,false,"",http://parkhaus.digitalisat.com/media/pages/signs/7/11174276c3-1706544170/img_7182.jpg,""
227,7,Auf,,,wall,true,false,false,"",white,note,,false,true,false,"pedestrian",http://parkhaus.digitalisat.com/media/pages/signs/7/f46fcb70bc-1706544686/img_7183.jpg,""
228,7,Zwischen,,24,wall,false,true,false,"",green,orientation,right,false,false,false,"pedestrian",http://parkhaus.digitalisat.com/media/pages/signs/7/b51521941b-1706544798/img_7163.jpg,""
229,7,Gegenüber von,,,wall,false,false,false,"",red,note,,false,false,false,"driver",http://parkhaus.digitalisat.com/media/pages/signs/7/9a8baa9f03-1706544953/img_7160.jpg,""
230,7,Zwischen,,23,column,true,false,false,"",blue,orientation,right,false,false,false,"driver",http://parkhaus.digitalisat.com/media/pages/signs/7/82bddd2e6e-1706545171/img_7152.jpg,""
231,7,Zwischen,,20,wall,false,false,false,"",green,orientation,right,false,true,false,"pedestrian",http://parkhaus.digitalisat.com/media/pages/signs/7/2c72aa76fe-1706545220/img_7151.jpg,""
232,7,Vor,,,ceiling,false,false,false,"",red,note,,false,false,true,"driver",http://parkhaus.digitalisat.com/media/pages/signs/7/585e0a4d81-1706545260/img_7154.jpg,""
233,7,Vor,,,ceiling,false,false,false,"",blue,orientation,top,false,true,true,"driver",http://parkhaus.digitalisat.com/media/pages/signs/7/c1b6059aa0-1706545309/img_7153.jpg,""
234,7,Neben,,,column,false,false,true,"AUFFAHRT",black,note,,false,false,false,"driver",http://parkhaus.digitalisat.com/media/pages/signs/7/994d86ce30-1706545410/img_7156.jpg,""
235,7,Zwischen,,36,column,false,true,false,"",green,orientation,left,false,true,false,"pedestrian",http://parkhaus.digitalisat.com/media/pages/signs/7/67fc7b5fa4-1706545493/img_7150.jpg,""
236,7,Zwischen,,15,wall,false,true,false,"",green,orientation,right,false,false,false,"pedestrian",http://parkhaus.digitalisat.com/media/pages/signs/7/7f203ed931-1706545535/img_7149.jpg,""
237,7,Gegenüber von,,,wall,false,false,false,"",red,note,,false,true,false,"driver",http://parkhaus.digitalisat.com/media/pages/signs/7/6fa80b2bf8-1706545583/img_7147.jpg,""
238,7,Gegenüber von,,,door,false,false,true,"Notausgang",green,note,,false,false,false,"pedestrian",http://parkhaus.digitalisat.com/media/pages/signs/7/8fecf2c170-1706545634/img_7144.jpg,""
239,7,Gegenüber von,,,wall,true,true,false,"",green,orientation,bottom,true,false,false,"pedestrian",http://parkhaus.digitalisat.com/media/pages/signs/7/8df67699cf-1706545661/img_7142.jpg,""
240,7,Vor,,,ceiling,false,true,false,"",green,orientation,left,true,false,true,"pedestrian",http://parkhaus.digitalisat.com/media/pages/signs/7/c7547ff80e-1706545728/img_7141.jpg,""
241,7,Vor,,,ceiling,false,true,false,"",green,orientation,right,true,false,true,"pedestrian",http://parkhaus.digitalisat.com/media/pages/signs/7/644d27d0de-1706545769/img_7140.jpg,""
242,7,Zwischen,,9,wall,false,false,false,"",green,orientation,right,false,true,false,"pedestrian",http://parkhaus.digitalisat.com/media/pages/signs/7/c5fd615d80-1706545807/img_7139.jpg,""
243,7,Auf,,,wall,false,false,true,"nH Hotels RESERVIERT HV",blue,note,,false,false,false,"driver",http://parkhaus.digitalisat.com/media/pages/signs/7/a91d29be87-1706545927/img_7138.jpg,""
244,7,Auf,,,wall,false,false,true,"nH Hotels RESERVIERT HV",blue,note,,false,false,false,"driver",http://parkhaus.digitalisat.com/media/pages/signs/7/8cf5c3f6fa-1706545955/img_7137.jpg,""
245,7,Auf,,,wall,false,false,true,"nH Hotels RESERVIERT HV",blue,note,,false,false,false,"driver",http://parkhaus.digitalisat.com/media/pages/signs/7/115c41c11f-1706545982/img_7136.jpg,""
246,7,Vor,,,ceiling,,false,false,"",blue,,,false,false,true,"",,""
247,8,Gegenüber von,,,ceiling,false,false,false,"",red,note,,false,true,false,"driver",http://parkhaus.digitalisat.com/media/pages/signs/8/7090ebc024-1706382069/img_7128.jpg,""
248,8,Gegenüber von,,,wall,false,true,false,"",red,note,,false,false,false,"pedestrian",http://parkhaus.digitalisat.com/media/pages/signs/8/9909f1a50b-1706382115/img_7127.jpg,""
249,8,Gegenüber von,,,column,false,true,false,"",green,orientation,left,false,false,false,"pedestrian",http://parkhaus.digitalisat.com/media/pages/signs/8/b8b1f79a0f-1706382161/img_7125.jpg,""
250,8,Gegenüber von,,,wall,true,true,false,"",green,orientation,bottom,true,false,false,"pedestrian",http://parkhaus.digitalisat.com/media/pages/signs/8/acac188bb9-1706382202/img_7120.jpg,""
251,8,Gegenüber von,,,door,false,false,true,"Ausgang/Exit",black,note,,false,false,false,"pedestrian",http://parkhaus.digitalisat.com/media/pages/signs/8/f1f742f271-1706382247/img_7119.jpg,""
252,8,Gegenüber von,,,wall,false,true,true,"Rauchen verboten",red,note,,false,false,false,"pedestrian",http://parkhaus.digitalisat.com/media/pages/signs/8/8d7b87a08f-1706382310/img_7114.jpg,""
253,8,Vor,,,ceiling,true,true,false,"",green,orientation,left,true,false,true,"pedestrian",http://parkhaus.digitalisat.com/media/pages/signs/8/824f0d0a8c-1706382396/img_7118.jpg,""
254,8,Vor,,,ceiling,true,true,false,"",green,orientation,right,true,false,true,"pedestrian",http://parkhaus.digitalisat.com/media/pages/signs/8/aa9d129d7f-1706382429/img_7117.jpg,""
255,8,Vor,,,ceiling,true,false,true,"Ausgang",green,orientation,right,true,false,true,"pedestrian",http://parkhaus.digitalisat.com/media/pages/signs/8/1f8ff5d25a-1706382491/img_7116.jpg,""
256,8,Vor,,,ceiling,true,false,true,"Ausgang",green,orientation,left,true,false,true,"pedestrian",http://parkhaus.digitalisat.com/media/pages/signs/8/19f9bcb278-1706382529/img_7115.jpg,""
257,8,Vor,,,ceiling,false,false,false,"",red,note,,false,false,false,"driver",http://parkhaus.digitalisat.com/media/pages/signs/8/e8a644fb47-1706382571/img_7111.jpg,""
258,8,Vor,,,ceiling,false,false,false,"",blue,orientation,bottom,false,false,false,"driver",http://parkhaus.digitalisat.com/media/pages/signs/8/becae5c1e4-1706382601/img_7110.jpg,""
259,8,Gegenüber von,,,column,false,false,true,"AUSFAHRT",black,orientation,bottom,false,false,false,"driver",http://parkhaus.digitalisat.com/media/pages/signs/8/c36fd6985d-1706382680/img_7109.jpg,""
260,8,Gegenüber von,,,wall,false,true,false,"",red,note,,false,false,false,"pedestrian",http://parkhaus.digitalisat.com/media/pages/signs/8/cb312b6681-1706382709/img_7108.jpg,""
261,8,Gegenüber von,,,wall,false,false,false,"",red,note,,false,false,false,"driver",http://parkhaus.digitalisat.com/media/pages/signs/8/a403059ec0-1706382740/img_7107.jpg,""
262,8,Gegenüber von,,,wall,false,false,false,"",red,note,,false,true,false,"driver",http://parkhaus.digitalisat.com/media/pages/signs/8/2be2899362-1706382782/img_7104.jpg,""
